experiment,setting,setting_name,T,rep,method,action,reward_abs_mu,rescaled_subopt,correct
mab,1,Optimal,100,0,greedy,2,0.01,0.04,0
mab,1,Optimal,100,0,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,0,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_2,1,0.05,0.0,1
mab,1,Optimal,100,0,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,0,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,0,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,1,greedy,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,1,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,1,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,1,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,1,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,1,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,1,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,1,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,1,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,1,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,2,greedy,3,0.0,0.05,0
mab,1,Optimal,100,2,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,2,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,2,clip_0.1,3,0.0,0.05,0
mab,1,Optimal,100,2,clip_0.2,3,0.0,0.05,0
mab,1,Optimal,100,2,clip_0.5,3,0.0,0.05,0
mab,1,Optimal,100,2,clip_1,2,0.01,0.04,0
mab,1,Optimal,100,2,clip_2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,2,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,2,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,2,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,3,greedy,0,0.0,0.05,0
mab,1,Optimal,100,3,pess_0.1,0,0.0,0.05,0
mab,1,Optimal,100,3,pess_0.2,0,0.0,0.05,0
mab,1,Optimal,100,3,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,3,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,3,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,3,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,3,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,3,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,3,clip_0.1,0,0.0,0.05,0
mab,1,Optimal,100,3,clip_0.2,0,0.0,0.05,0
mab,1,Optimal,100,3,clip_0.5,0,0.0,0.05,0
mab,1,Optimal,100,3,clip_1,0,0.0,0.05,0
mab,1,Optimal,100,3,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,3,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,3,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,3,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,4,greedy,2,0.01,0.04,0
mab,1,Optimal,100,4,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,4,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,4,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,4,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,4,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,4,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,4,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,4,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,4,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,4,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,5,greedy,2,0.01,0.04,0
mab,1,Optimal,100,5,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,5,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,5,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,5,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,5,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,5,clip_1,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,5,clip_2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,5,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,5,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,5,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,6,greedy,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,6,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_2,1,0.05,0.0,1
mab,1,Optimal,100,6,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,6,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,6,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,7,greedy,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,7,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_2,1,0.05,0.0,1
mab,1,Optimal,100,7,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,7,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,7,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,8,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,8,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,8,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,8,clip_0.1,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,8,clip_0.2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,8,clip_0.5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,8,clip_1,3,0.0,0.05,0
mab,1,Optimal,100,8,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,8,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,8,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,8,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,9,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,9,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,9,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,9,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,9,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,9,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,9,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,9,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,9,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,9,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,9,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,10,greedy,2,0.01,0.04,0
mab,1,Optimal,100,10,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,10,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,10,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,10,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,10,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,10,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,10,clip_2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,10,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,10,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,10,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,11,greedy,0,0.0,0.05,0
mab,1,Optimal,100,11,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,11,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,11,clip_0.1,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_0.2,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_0.5,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_1,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,11,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,12,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,12,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,12,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,12,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,12,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,12,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,12,clip_1,3,0.0,0.05,0
mab,1,Optimal,100,12,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,12,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,12,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,12,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,13,greedy,3,0.0,0.05,0
mab,1,Optimal,100,13,pess_0.1,3,0.0,0.05,0
mab,1,Optimal,100,13,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,13,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_2,1,0.05,0.0,1
mab,1,Optimal,100,13,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,13,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,13,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,14,greedy,2,0.01,0.04,0
mab,1,Optimal,100,14,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,14,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,14,clip_0.1,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_0.2,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_0.5,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_1,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,14,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,15,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,15,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,15,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,15,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,15,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,15,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,15,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,15,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,15,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,15,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,15,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,16,greedy,0,0.0,0.05,0
mab,1,Optimal,100,16,pess_0.1,0,0.0,0.05,0
mab,1,Optimal,100,16,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,16,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,16,clip_0.1,0,0.0,0.05,0
mab,1,Optimal,100,16,clip_0.2,0,0.0,0.05,0
mab,1,Optimal,100,16,clip_0.5,0,0.0,0.05,0
mab,1,Optimal,100,16,clip_1,0,0.0,0.05,0
mab,1,Optimal,100,16,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,16,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,16,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,16,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,17,greedy,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,17,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,17,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,17,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,17,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,17,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,17,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,17,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,17,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,17,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,18,greedy,0,0.0,0.05,0
mab,1,Optimal,100,18,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,18,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,18,clip_0.1,0,0.0,0.05,0
mab,1,Optimal,100,18,clip_0.2,0,0.0,0.05,0
mab,1,Optimal,100,18,clip_0.5,0,0.0,0.05,0
mab,1,Optimal,100,18,clip_1,0,0.0,0.05,0
mab,1,Optimal,100,18,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,18,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,18,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,18,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,19,greedy,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,19,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,19,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,19,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,19,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,19,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,19,clip_2,3,0.0,0.05,0
mab,1,Optimal,100,19,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,19,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,19,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,20,greedy,3,0.0,0.05,0
mab,1,Optimal,100,20,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,20,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,20,clip_0.1,3,0.0,0.05,0
mab,1,Optimal,100,20,clip_0.2,3,0.0,0.05,0
mab,1,Optimal,100,20,clip_0.5,3,0.0,0.05,0
mab,1,Optimal,100,20,clip_1,3,0.0,0.05,0
mab,1,Optimal,100,20,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,20,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,20,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,20,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,21,greedy,3,0.0,0.05,0
mab,1,Optimal,100,21,pess_0.1,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,21,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,21,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,21,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,21,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,21,clip_1,3,0.0,0.05,0
mab,1,Optimal,100,21,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,21,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,21,clip_10,2,0.01,0.04,0
mab,1,Optimal,100,21,clip_15,2,0.01,0.04,0
mab,1,Optimal,100,22,greedy,0,0.0,0.05,0
mab,1,Optimal,100,22,pess_0.1,0,0.0,0.05,0
mab,1,Optimal,100,22,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,22,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,22,clip_0.1,0,0.0,0.05,0
mab,1,Optimal,100,22,clip_0.2,0,0.0,0.05,0
mab,1,Optimal,100,22,clip_0.5,0,0.0,0.05,0
mab,1,Optimal,100,22,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,22,clip_2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,22,clip_5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,22,clip_10,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,22,clip_15,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,pess_0.1,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,pess_0.2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,23,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,23,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,23,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,23,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,23,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,23,clip_0.1,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,clip_0.2,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,clip_0.5,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,23,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,23,clip_2,2,0.01,0.04,0
mab,1,Optimal,100,23,clip_5,2,0.01,0.04,0
mab,1,Optimal,100,23,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,23,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,24,greedy,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,24,pess_0.1,4,-0.01,0.060000000000000005,0
mab,1,Optimal,100,24,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_10,1,0.05,0.0,1
mab,1,Optimal,100,24,pess_15,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_0.1,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_0.2,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_0.5,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_1,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_2,1,0.05,0.0,1
mab,1,Optimal,100,24,clip_5,3,0.0,0.05,0
mab,1,Optimal,100,24,clip_10,3,0.0,0.05,0
mab,1,Optimal,100,24,clip_15,3,0.0,0.05,0
mab,1,Optimal,100,25,greedy,0,0.0,0.05,0
mab,1,Optimal,100,25,pess_0.1,0,0.0,0.05,0
mab,1,Optimal,100,25,pess_0.2,1,0.05,0.0,1
mab,1,Optimal,100,25,pess_0.5,1,0.05,0.0,1
mab,1,Optimal,100,25,pess_1,1,0.05,0.0,1
mab,1,Optimal,100,25,pess_2,1,0.05,0.0,1
mab,1,Optimal,100,25,pess_5,1,0.05,0.0,1
mab,1,Optimal,100,25,pess_10,1,0.05,0.0,1
