figure,T,method,beta,paper_mean,paper_se,source,setting,batch_size,floor
9,2000,pess,0.2,1.834827053877428,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,pess,0.2,1.8833226397650562,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,pess,0.5,1.6626762810951787,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,1000,pess,0.5,1.7754477598270642,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,2000,pess,0.5,1.8354257648143124,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,pess,0.5,1.8784046598061854,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,pess,1.0,1.6492694312471803,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,1000,pess,1.0,1.7759395594651297,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,2000,pess,1.0,1.8336296320036596,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,pess,1.0,1.8749620732875827,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,pess,5.0,1.491573245610066,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,1000,pess,5.0,1.68463613885331,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,2000,pess,5.0,1.7976000644917831,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,pess,5.0,1.8517406392128917,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,pess,10.0,1.4984156563173152,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,1000,pess,10.0,1.6549571824106168,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,2000,pess,10.0,1.7575933430193538,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,pess,10.0,1.8191322770546399,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,CV_pess,,1.621621816851684,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,1000,CV_pess,,1.7549632900352727,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,2000,CV_pess,,1.821976152636358,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,5000,CV_pess,,1.8716263925938703,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.5
9,500,greedy,0.0,1.5692346071373435,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,greedy,0.0,1.6787131784533296,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,greedy,0.0,1.734222235315888,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,greedy,0.0,1.8299090739185573,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,0.1,1.645335045090512,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,0.1,1.7729673859456863,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,0.1,1.8476993417574048,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,0.1,1.9159096207583302,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,0.2,1.665520156676897,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,0.2,1.774613839653636,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,0.2,1.8475282814897236,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,0.2,1.9171070426320989,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,0.5,1.666610667251847,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,0.5,1.7797670288490508,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,0.5,1.8493457954653545,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,0.5,1.9165083316952145,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,1.0,1.626775006047099,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,1.0,1.7789972631184137,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,1.0,1.8469937140477732,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,1.0,1.9133864845469963,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,5.0,1.5149871211174162,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,5.0,1.6969524781263583,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,5.0,1.8291393027139917,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,5.0,1.9121249137043652,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,pess,10.0,1.4719654637955875,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,pess,10.0,1.6599393168122791,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,pess,10.0,1.7994817274362767,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,pess,10.0,1.9073138450443128,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,CV_pess,,1.619697386103306,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,1000,CV_pess,,1.7637301314908997,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,2000,CV_pess,,1.8397664204752058,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,5000,CV_pess,,1.9097728322867842,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,0.8
9,500,greedy,0.0,1.5670963537913283,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,greedy,0.0,1.6709940852426963,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,greedy,0.0,1.697871928433627,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,greedy,0.0,1.6304955641322012,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,0.1,1.6439665629490623,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,0.1,1.7698669199624462,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,0.1,1.842118501892787,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,0.1,1.902160655848898,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,0.2,1.6501461137505644,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,0.2,1.7812424277632477,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,0.2,1.8450051398044613,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,0.2,1.9027593613118539,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,0.5,1.6499322856789986,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,0.5,1.7809216883928634,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,0.5,1.8473144534181578,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,0.5,1.9038498718868038,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,1.0,1.6338953883208478,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,1.0,1.780750628125182,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,1.0,1.8439787781983739,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,1.0,1.902652450013035,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,5.0,1.5165266635265473,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,5.0,1.7209222967667084,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,5.0,1.8334158094060222,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,5.0,1.89576727697583,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,pess,10.0,1.4885583097606665,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,pess,10.0,1.66175683078791,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,pess,10.0,1.8001873496719796,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,pess,10.0,1.87598843489367,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,500,CV_pess,,1.595064707557209,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,1000,CV_pess,,1.7748918166940642,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,2000,CV_pess,,1.8274500812021572,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
9,5000,CV_pess,,1.8956389790381047,0.0,arXiv:2212.09900 Figure 9 vector PDF,2,10,pure
