figure,T,method,beta,paper_mean,paper_se,source,setting,batch_size,floor
8,5000,pess,0.1,1.7568865703703709,0.007038483333333343,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,pess,0.2,1.5240740740740744,0.0092013888888889,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,1000,pess,0.2,1.6540798592592598,0.008355035185185194,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,2000,pess,0.2,1.7154803259259266,0.007392938888888899,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,5000,pess,0.2,1.7508969925925932,0.006647859259259265,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,pess,0.5,1.5154803259259264,0.009910300000000013,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,1000,pess,0.5,1.6476273111111117,0.007870370370370378,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,2000,pess,0.5,1.7148726888888894,0.007537614814814826,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,5000,pess,0.5,1.7414641185185191,0.006778066666666675,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,pess,1.0,1.504224540740741,0.010054977777777786,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,1000,pess,1.0,1.646817133333334,0.008579281481481493,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,2000,pess,1.0,1.7066550888888894,0.007443577777777782,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,5000,pess,1.0,1.7436342592592597,0.006799766666666679,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,pess,5.0,1.4862268518518522,0.009461805555555565,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,1000,pess,5.0,1.6265046296296302,0.008890335185185196,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,2000,pess,5.0,1.6971932888888894,0.007964409259259269,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,5000,pess,5.0,1.7416956000000006,0.006741898148148156,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,pess,10.0,1.4914641185185187,0.009505209259259267,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,1000,pess,10.0,1.6187500000000004,0.009020542592592606,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,2000,pess,10.0,1.6966724518518523,0.008152488888888896,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,5000,pess,10.0,1.733854170370371,0.006756364814814825,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.5
8,500,greedy,0.0,1.4997106444444448,0.0034649888888888913,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,greedy,0.0,1.6286747703703708,0.003016492592592597,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,greedy,0.0,1.6709490740740747,0.002705438888888894,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,greedy,0.0,1.7423611111111117,0.0025028944444444447,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,0.001,1.519473377777778,0.009686053703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,0.001,1.6587962962962968,0.007421874074074085,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,0.001,1.7365162000000005,0.006409144444444449,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,0.001,1.801765044444445,0.006184894444444455,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,0.01,1.5361400444444449,0.009722222222222233,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,0.01,1.6722800962962967,0.007819733333333342,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,0.01,1.7402199037037043,0.006242766666666673,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,0.01,1.807552081481482,0.006221064814814822,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,0.1,1.5416377333333338,0.008832466666666672,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,0.1,1.6764467629629636,0.008036748148148155,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,0.1,1.7445891185185192,0.007096353703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,0.1,1.8077835629629637,0.0063151037037037115,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,0.2,1.542737266666667,0.008904803703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,0.2,1.6682870370370375,0.008355035185185194,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,0.2,1.7473379629629635,0.006958912962962968,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,0.2,1.8062210666666674,0.006394674074074086,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,0.5,1.5227430592592597,0.008608216666666679,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,0.5,1.6625000000000005,0.00798611111111112,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,0.5,1.7454861111111117,0.007125288888888898,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,0.5,1.8059317111111117,0.006394675925925933,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,1.0,1.5203703703703708,0.009092881481481492,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,1.0,1.662586807407408,0.007667824074074082,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,1.0,1.741174770370371,0.007371238888888896,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,1.0,1.802748844444445,0.006459781481481485,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,5.0,1.5099826370370373,0.009497974074074086,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,5.0,1.6385995333333339,0.00855758148148149,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,5.0,1.7259838000000005,0.007349537037037045,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,5.0,1.7945891185185192,0.006727429629629639,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,pess,10.0,1.5071180518518523,0.009722222222222233,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,1000,pess,10.0,1.6284432888888893,0.008499711111111119,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,2000,pess,10.0,1.723842592592593,0.007277200000000005,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,5000,pess,10.0,1.7854166666666673,0.006481481481481488,arXiv:2212.09900 Figure 8 vector PDF,3,10,0.8
8,500,greedy,0.0,1.4997106444444448,0.0033709500000000015,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,greedy,0.0,1.6067418962962967,0.002777777777777781,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,greedy,0.0,1.63793402962963,0.0030743648148148146,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,greedy,0.0,1.5610243037037042,0.003682001851851857,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,0.001,1.501186340740741,0.009686053703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,0.001,1.6489583333333337,0.007110822222222229,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,0.001,1.7343750000000007,0.006647859259259265,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,0.001,1.7943576370370378,0.006293401851851861,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,0.01,1.537471066666667,0.009780092592592604,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,0.01,1.6615451407407413,0.007537614814814826,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,0.01,1.7401331037037042,0.006958912962962968,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,0.01,1.799623844444445,0.006278935185185192,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,0.1,1.5357638888888892,0.01000434074074075,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,0.1,1.661342592592593,0.008000579629629636,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,0.1,1.7401331037037042,0.0072048629629629666,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,0.1,1.7974826370370376,0.006278935185185192,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,0.2,1.5382812518518523,0.009780092592592604,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,0.2,1.6598379629629634,0.008087383333333344,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,0.2,1.7399305555555562,0.007125290740740745,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,0.2,1.7966724518518524,0.0063151037037037115,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,0.5,1.5116898148148152,0.009686053703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,0.5,1.6620659703703708,0.008130785185185199,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,0.5,1.7352430592592598,0.007277200000000005,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,0.5,1.7945023185185192,0.006575520370370379,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,1.0,1.5179976814814817,0.009765624074074088,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,1.0,1.6542824074074078,0.008391203703703713,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,1.0,1.7402199037037043,0.007371238888888896,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,1.0,1.791116896296297,0.006756364814814825,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,5.0,1.5133391185185188,0.009367766666666676,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,5.0,1.6371817111111115,0.00857928333333334,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,5.0,1.7304398148148155,0.007682290740740751,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,5.0,1.7796875037037043,0.006611688888888898,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,pess,10.0,1.50257522962963,0.009649883333333347,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,1000,pess,10.0,1.6375578740740746,0.008796296296296306,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,2000,pess,10.0,1.726157407407408,0.007834201851851859,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,5000,pess,10.0,1.7804398148148155,0.006481481481481488,arXiv:2212.09900 Figure 8 vector PDF,3,10,pure
8,500,greedy,0.0,1.4713541629629625,0.0032769092592592588,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,greedy,0.0,1.5680844888888885,0.0024088537037037037,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,greedy,0.0,1.628298607407407,0.0021122685185185172,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,greedy,0.0,1.7037037037037033,0.001627605555555551,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,0.001,1.4716435111111108,0.008550346296296293,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,0.001,1.5665219851851848,0.006814235185185184,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,0.001,1.6351851851851849,0.005533853703703702,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,0.001,1.7149884222222216,0.0045428240740740715,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,0.01,1.4909143481481477,0.00940393518518518,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,0.01,1.5828993037037034,0.0062644685185185124,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,0.01,1.6476273111111106,0.006112557407407405,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,0.01,1.7135705999999995,0.004571759259259257,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,0.1,1.428616896296296,0.009483507407407402,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,0.1,1.5164641185185181,0.00701678148148148,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,0.1,1.5801504592592588,0.006662325925925924,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,0.1,1.6571180518518513,0.005447049999999993,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,0.2,1.3969617999999997,0.009259259259259254,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,0.2,1.5006076370370367,0.007479744444444443,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,0.2,1.5626157333333328,0.0069227425925925895,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,0.2,1.6451099481481477,0.005830440740740735,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,0.5,1.4034143481481478,0.008723959259259253,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,0.5,1.4903067111111108,0.007190394444444438,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,0.5,1.5600115703703699,0.0069227425925925895,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,0.5,1.635358792592592,0.005613425925925923,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,1.0,1.4033564740740738,0.009201388888888884,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,1.0,1.4806712888888884,0.007884838888888883,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,1.0,1.5527488370370366,0.00688657407407407,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,1.0,1.6422453629629625,0.0057798037037036995,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,5.0,1.359866896296296,0.009107349999999993,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,5.0,1.4605902740740737,0.007740162962962956,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,5.0,1.5425925925925923,0.007241029629629627,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,5.0,1.6330439777777772,0.005736399999999998,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,pess,10.0,1.3684606444444443,0.0097077537037037,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,1000,pess,10.0,1.4544560148148145,0.007725692592592593,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,2000,pess,10.0,1.5365161999999997,0.006944444444444441,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,5000,pess,10.0,1.6257812444444442,0.0068721055555555546,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.2
8,500,greedy,0.0,1.4248263851851848,0.0035156240740740743,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,greedy,0.0,1.5165219851851848,0.0035734944444444448,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,greedy,0.0,1.5338541629629625,0.003479455555555555,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,greedy,0.0,1.526244207407407,0.0034071185185185157,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,0.001,1.4728298592592588,0.00907841481481481,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,0.001,1.5957175851851848,0.006995081481481476,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,0.001,1.6759259259259256,0.0063729740740740715,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,0.001,1.7415798592592586,0.005577255555555556,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,0.01,1.4693576370370367,0.009389466666666664,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,0.01,1.6020254592592589,0.0068359388888888815,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,0.01,1.6835069407407404,0.006127025925925921,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,0.01,1.7466145777777773,0.0058015037037037025,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,0.1,1.4712094888888885,0.009042244444444443,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,0.1,1.5937789333333328,0.007146992592592584,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,0.1,1.6773437481481477,0.006336803703703705,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,0.1,1.7316550888888884,0.005794270370370369,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,0.2,1.469849533333333,0.009035011111111107,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,0.2,1.5888310148148144,0.00757378518518518,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,0.2,1.6700231407407404,0.006184896296296292,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,0.2,1.7335648148148142,0.007154224074074071,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,0.5,1.4636284666666664,0.009317129629629625,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,0.5,1.5888310148148144,0.008094618518518512,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,0.5,1.6642361037037032,0.006633390740740738,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,0.5,1.725115733333333,0.007110822222222217,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,1.0,1.450839118518518,0.00968605185185185,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,1.0,1.5769675851851848,0.007631653703703703,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,1.0,1.6594328666666662,0.006778066666666664,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,1.0,1.726765044444444,0.006278935185185182,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,5.0,1.4364583259259256,0.009519674074074074,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,5.0,1.5506655037037034,0.007718461111111106,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,5.0,1.6481481481481477,0.006561053703703699,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,5.0,1.7165219851851847,0.006850405555555551,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,pess,10.0,1.4240740740740736,0.009295427777777775,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,1000,pess,10.0,1.537210644444444,0.008239294444444439,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,2000,pess,10.0,1.6474826370370366,0.006727431481481475,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,5000,pess,10.0,1.7130497629629624,0.0067418981481481444,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.5
8,500,greedy,0.0,1.4580729111111108,0.003609664814814812,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,greedy,0.0,1.5744502296296292,0.0025969333333333306,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,greedy,0.0,1.6540219851851847,0.002372685185185184,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,greedy,0.0,1.7136284666666661,0.00248119259259259,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,0.001,1.4745949037037034,0.01014901666666666,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,0.001,1.6102430518518513,0.0070384833333333304,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,0.001,1.6931134222222217,0.005367475925925925,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,0.001,1.7831886518518514,0.005627894444444439,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,0.01,1.4825231407407404,0.0097077537037037,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,1000,pess,0.01,1.6122974518518514,0.006778068518518511,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,2000,pess,0.01,1.7057870370370365,0.005555555555555552,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,5000,pess,0.01,1.7889756888888884,0.005439814814814812,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
8,500,pess,0.1,1.4872106444444442,0.009150753703703695,arXiv:2212.09900 Figure 8 vector PDF,3,100,0.8
