figure,T,method,beta,paper_mean,paper_se,source,setting,batch_size,floor
7,2000,pess,0.2,1.7452212964982592,0.005315908152482688,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,5000,pess,0.2,1.8117382905467716,0.004393842211696248,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,500,pess,0.5,1.563373954142569,0.00974983965223109,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,1000,pess,0.5,1.6656831309142688,0.0061818478584374234,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,2000,pess,0.5,1.7246311787063089,0.005315908152482688,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,5000,pess,0.5,1.790538805723959,0.004417896605566666,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,500,pess,1.0,1.4822642704040734,0.00993425325090794,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,1000,pess,1.0,1.6012187346872784,0.00747273894397975,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,2000,pess,1.0,1.6879089146478423,0.00638229635129601,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,5000,pess,1.0,1.768954458809611,0.005556445933393429,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,500,pess,5.0,1.4169660022068942,0.0101988454256891,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,1000,pess,5.0,1.5188582470986947,0.008394802832168374,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,2000,pess,5.0,1.5874278389687295,0.007015715723430871,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,5000,pess,5.0,1.6812059019395313,0.006366261457114274,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,500,pess,10.0,1.413790887899129,0.009092367938823625,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,1000,pess,10.0,1.5141116064260332,0.008595253377624776,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,2000,pess,10.0,1.5969531736816338,0.00699967877665132,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,5000,pess,10.0,1.6591084055698029,0.006326172169062121,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.2
7,500,greedy,0.0,1.5282232164489993,0.0041051956430446694,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,greedy,0.0,1.6044259105730159,0.0038325839685748263,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,greedy,0.0,1.607055805637037,0.003960873385017789,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,greedy,0.0,1.5866901845740222,0.004353752923644094,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,0.1,1.6641116127597635,0.007817511747463033,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,0.1,1.7647851153794483,0.004906991667076832,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,0.1,1.8350545209782247,0.00393681899114737,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,0.1,1.8784797977450023,0.0033675433009350804,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,0.2,1.6610006462391165,0.007633098148786183,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,0.2,1.76937139068951,0.005115459659624102,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,0.2,1.8338357951268915,0.004121230537226405,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,0.2,1.8821039137210298,0.003616098528936688,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,0.5,1.6697883265573132,0.00709589429953518,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,0.5,1.7647851153794483,0.004882937273206413,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,0.5,1.8302116709404728,0.004305644135903256,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,0.5,1.8783194405927937,0.003864657862133929,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,1.0,1.6554842813833839,0.0075689544668636095,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,1.0,1.758787687277481,0.004906991667076832,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,1.0,1.826170623084546,0.004498075181670975,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,1.0,1.876747914227897,0.0035679917937936666,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,5.0,1.463694680645282,0.009693713417399384,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,5.0,1.638101347687562,0.008066066975464642,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,5.0,1.7822642748611428,0.005949325472019734,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,5.0,1.8610006382633077,0.0044098791584757996,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,pess,10.0,1.4593329102745471,0.009878127016076236,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,1000,pess,10.0,1.606061576514639,0.0083306591502458,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,2000,pess,10.0,1.7321680551744176,0.006486529321270736,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,5000,pess,10.0,1.8246953225055227,0.005075368318974131,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.5
7,500,greedy,0.0,1.565266194811883,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,greedy,0.0,1.6660679930058042,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,greedy,0.0,1.7493264921413036,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,greedy,0.0,1.8270044950547353,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,0.1,1.6532071868329261,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,0.1,1.7783194363703068,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,0.1,1.8440987842345031,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,0.1,1.9131494557715552,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,0.2,1.6692110375252058,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,0.2,1.7723220000579483,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,0.2,1.8483643370297564,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,0.2,1.9136946750152992,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,0.5,1.659910199541237,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,0.5,1.7738935264228448,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,0.5,1.842847980384415,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,0.5,1.9134701782863637,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,1.0,1.6469531757928775,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,1.0,1.7696279654172002,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,1.0,1.844740221053729,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,1.0,1.9135343178630906,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,5.0,1.4897370072954554,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,5.0,1.6825849931534644,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,5.0,1.8151058400055002,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,5.0,1.9115779376170499,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,pess,10.0,1.4498075673512516,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,1000,pess,10.0,1.6319435542229952,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,2000,pess,10.0,1.783643366075076,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,5000,pess,10.0,1.9023733172085628,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,0.8
7,500,greedy,0.0,1.5645285486275666,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,greedy,0.0,1.652854394529754,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,greedy,0.0,1.7168377193001185,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,greedy,0.0,1.6406991647528286,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,0.1,1.6399615185685126,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,0.1,1.7674791582305875,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,0.1,1.8449005782059373,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,0.1,1.9107440656468608,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,0.2,1.6657472704909955,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,0.2,1.76953175605211,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,0.2,1.8422065435651893,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,0.2,1.9054842837292099,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,0.5,1.6638550380320731,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,0.5,1.7713277791459419,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,0.5,1.849101991424464,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,0.5,1.9082103881583214,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,1.0,1.6403784504484116,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,1.0,1.7730596544526558,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,1.0,1.8456382326006449,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,1.0,1.906991662306988,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,5.0,1.499999996403067,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,5.0,1.6917896135619515,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,5.0,1.825689543417529,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,5.0,1.9036882606353778,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,500,pess,10.0,1.447209750285985,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,1000,pess,10.0,1.6160679908945608,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,2000,pess,10.0,1.783643366075076,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
7,5000,pess,10.0,1.8811096845986321,0.0,arXiv:2212.09900 Figure 7 vector PDF,2,100,pure
