figure,T,method,beta,paper_mean,paper_se,source,scenario,decay
5,2000,greedy,0.0,1.8562342878383453,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,greedy,0.0,1.623261396278068,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,0.1,1.9876390824112407,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,0.1,1.9925183932202346,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,0.1,1.995827352280386,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,0.1,1.986349147028173,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,0.2,1.9897702668916337,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,0.2,1.9913406329979781,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,0.2,1.9955469215571093,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,0.2,1.989377689722549,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,0.5,1.9889290177943084,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,0.5,1.990499369543151,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,0.5,1.9945374168973182,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,0.5,1.9873586660454658,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,1.0,1.987751257572052,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,1.0,1.9899385224540995,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,1.0,1.9940887449690776,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,1.0,1.986068730662398,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,5.0,1.9870782353221887,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,5.0,1.9942569861740416,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,5.0,1.9972294484667628,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,5.0,1.9851713868059164,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,pess,10.0,1.9873586660454658,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,pess,10.0,1.9919575461311827,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,pess,10.0,1.995827352280386,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,pess,10.0,1.987190410483,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.0001,1.2908515778533003,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.0001,1.258827615385739,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.0001,1.2124461655719738,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.0001,1.1584933590222684,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.001,1.2838410825639133,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.001,1.2551260791565033,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.001,1.2101467111716135,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.001,1.1518754552594679,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.01,1.285691850678531,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.01,1.2587154545824295,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.01,1.2146334304540214,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.01,1.15675475171096,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.1,1.2907394026924894,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.1,1.2759332290605432,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.1,1.2374596183926467,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.1,1.1785714206322928,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.2,1.29645997695631,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.2,1.2862526834100816,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.2,1.2515367037305767,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.2,1.2002759287503162,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,0.5,1.3138460213543914,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,0.5,1.3148555260141825,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,0.5,1.2967403933220853,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,0.5,1.2545091516657965,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,1.0,1.3205761002780032,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,1.0,1.3296056192444734,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,1.0,1.3257358130952706,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,1.0,1.3145751096484073,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,5.0,1.3300542911727145,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,5.0,1.331232051394971,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,5.0,1.3260162438185472,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,5.0,1.338074305479394,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,lin,10.0,1.3326341475813481,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,1000,lin,10.0,1.330502963100955,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,2000,lin,10.0,1.3346531712584317,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,5000,lin,10.0,1.3421123528335608,0.0,arXiv:2212.09900 Figure 5 vector PDF,1,pure
5,500,greedy,0.0,1.5016647434882493,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,greedy,0.0,1.5810999048331695,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,greedy,0.0,1.6441946632356326,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,greedy,0.0,1.7365699232919332,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.0001,1.5020425564128148,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.0001,1.5823277907930011,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.0001,1.6436279438487842,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.0001,1.7382700814524787,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.001,1.5092682255726295,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.001,1.5882311268068496,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.001,1.6551984616411037,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.001,1.7358615210358692,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.01,1.5391626702063828,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.01,1.6062244643167851,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.01,1.6545845186611878,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.01,1.7078089174318767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.1,1.4699756814178022,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.1,1.498642240091724,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.1,1.5156910452902455,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.1,1.5389265401510328,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.2,1.4629861423133377,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.2,1.4888663276460845,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.2,1.5098821685525452,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.2,1.5410989584222785,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,0.5,1.4562327332642235,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,0.5,1.4839075360336638,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,0.5,1.5029870766342155,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,0.5,1.531181375197437,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,1.0,1.4422064314622272,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,1.0,1.452454604018567,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,1.0,1.4889607748322191,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,1.0,1.5225861251185617,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,5.0,1.3390635030558058,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,5.0,1.4048501755232956,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,5.0,1.4478736253307118,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,5.0,1.4936834363892897,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,pess,10.0,1.3157335489188704,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,pess,10.0,1.3707525530362392,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,pess,10.0,1.430824808042177,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,pess,10.0,1.4918888310426097,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.0001,1.102458153001563,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.0001,1.1700394429057464,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.0001,1.2607145448015014,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.0001,1.2900895057314872,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.001,1.1030721080714923,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.001,1.1663085372531572,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.001,1.2614229470575653,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.001,1.2961345125245376,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.01,1.1075114038901317,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.01,1.1689532277251167,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.01,1.2558974239682827,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.01,1.284516759049137,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.1,1.1056223392673035,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.1,1.1707478451618103,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.1,1.2448936255628116,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.1,1.285130702029053,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.2,1.1077947575385492,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.2,1.1764622626233623,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.2,1.2603367318769358,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.2,1.2922619240027329,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,0.5,1.1150204387883773,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,0.5,1.1723535440462074,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,0.5,1.2601006018215857,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,0.5,1.291553521746669,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,1.0,1.1182790722402527,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,1.0,1.1756121895880962,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,1.0,1.2580698543295419,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,1.0,1.290939578766753,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,5.0,1.1636166231881302,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,5.0,1.204845455558853,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,5.0,1.2602422846908012,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,5.0,1.2907978958975377,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,lin,10.0,1.192897124841968,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,1000,lin,10.0,1.2123544904570986,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,2000,lin,10.0,1.2627925158866125,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,5000,lin,10.0,1.2830999545370092,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.2
5,500,greedy,0.0,1.4789487323312296,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,greedy,0.0,1.5246168726106055,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,greedy,0.0,1.5504026107572175,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,greedy,0.0,1.5947483937106002,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.0001,1.4875439824101049,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.0001,1.5376986421011876,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.0001,1.583036193049065,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.0001,1.6248789804897172,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.001,1.5541335043197932,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.001,1.6097664635070914,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.001,1.6449502890847638,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.001,1.6625658136701338,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.01,1.5819499778684356,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.01,1.6389052822917136,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.01,1.6568041726155145,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.01,1.6437224031249322,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.1,1.5823277907930011,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.1,1.6273819880924614,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.1,1.6324824625740975,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.1,1.6022574286088458,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.2,1.5847363512096106,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.2,1.617842205702172,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.2,1.618833973696667,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.2,1.5739686828594897,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,0.5,1.5757633002961833,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,0.5,1.6003211403929503,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,0.5,1.576377243276099,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,0.5,1.5597062510021433,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,1.0,1.5438853317634536,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,1.0,1.5720323946435941,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,1.0,1.5640510996346482,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,1.0,1.5513471309786182,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,5.0,1.5521027568277495,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,5.0,1.5463883393661975,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,5.0,1.5477106846021773,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,5.0,1.5524333461592479,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,pess,10.0,1.5308035622728713,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,pess,10.0,1.5480884975267428,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,pess,10.0,1.5545113172443588,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,pess,10.0,1.5480884975267428,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.0001,1.102458153001563,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.0001,1.1646083790926116,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.0001,1.2580698543295419,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.0001,1.2945760251431941,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.001,1.0992939788258358,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.001,1.1691893698704803,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.001,1.2639731782533767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.001,1.3015655642476585,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.01,1.0970271012784418,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.01,1.164230566168046,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.01,1.2633592352734608,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.01,1.298212471519635,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.1,1.1016080799662968,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.1,1.163994436112696,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.1,1.2607145448015014,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.1,1.293820399294063,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.2,1.102316482222361,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.2,1.1694254999258304,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.2,1.264209308308727,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.2,1.2990625566449145,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,0.5,1.1097310578444584,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,0.5,1.1717396010662917,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,0.5,1.261092357726067,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,0.5,1.2905617658421875,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,1.0,1.1222933315412593,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,1.0,1.1794847660198875,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,1.0,1.2594866588416698,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,1.0,1.3000070889563287,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,5.0,1.1674891996199213,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,5.0,1.2054594106287824,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,5.0,1.2737490906990163,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,5.0,1.2979291178712176,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,lin,10.0,1.194691730188648,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,1000,lin,10.0,1.2210441877221085,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,2000,lin,10.0,1.2646815805094407,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,5000,lin,10.0,1.2846584419183527,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.4
5,500,greedy,0.0,1.5589978487460794,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,greedy,0.0,1.6260596428564815,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,greedy,0.0,1.6517036981338782,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,greedy,0.0,1.6664384021919385,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.0001,1.5894590127666812,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.0001,1.670688791548295,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.0001,1.7309027294234485,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.0001,1.807929342441773,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.001,1.611938881778337,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.001,1.6899100271080758,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.001,1.7551772158717982,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.001,1.8173274298728332,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.01,1.624737297620502,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.01,1.68905995407281,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.01,1.7433705559341146,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.01,1.7965477190217227,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.1,1.596590234740361,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.1,1.6496729506418344,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.1,1.6914685023994056,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.1,1.7249521819065463,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.2,1.5814777177577353,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.2,1.6235566352537376,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.2,1.6602989361227398,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.2,1.7231575644698527,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,0.5,1.5693877041716346,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,0.5,1.6147252551195121,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,0.5,1.6524121003899421,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,0.5,1.7195211180934118,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,1.0,1.5543696343751434,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,1.0,1.609388650582526,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,1.0,1.6536399863497737,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,1.0,1.7247160397611827,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,5.0,1.5752910280954695,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,5.0,1.6201563189326467,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,5.0,1.6578903757061305,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,5.0,1.7229214344145025,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,pess,10.0,1.6074523623666301,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,pess,10.0,1.6260596428564815,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,pess,10.0,1.6582209650376287,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,pess,10.0,1.7242437796504824,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.0001,1.104630583362822,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.0001,1.1771706648794262,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.0001,1.2639731782533767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,0.0001,1.295284427399258,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.001,1.1031665552576269,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.001,1.1786346929846214,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.001,1.2721906154076863,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
