figure,T,method,beta,paper_mean,paper_se,source,scenario,decay
5,5000,lin,0.001,1.2944343422739786,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.01,1.1007579948410176,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.01,1.1722118732670055,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.01,1.2667595515945518,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,0.01,1.2941037650324938,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.1,1.1104394480105086,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.1,1.1773123356586281,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.1,1.2627925158866125,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,0.1,1.2945760251431941,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.2,1.110533907286657,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.2,1.1752343766635307,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.2,1.268223579699747,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,0.2,1.2956622403238238,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,0.5,1.1173345399288386,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,0.5,1.1803348390551534,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,0.5,1.266381738669986,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,0.5,1.3025573322421535,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,1.0,1.122765603741973,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,1.0,1.1838296146523923,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,1.0,1.2637370481980266,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,1.0,1.296606772635238,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,5.0,1.171361788141726,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,5.0,1.2114099581456845,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,5.0,1.274882529472713,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,5.0,1.291789651802019,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,lin,10.0,1.1926609947866178,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,1000,lin,10.0,1.222744345882654,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,2000,lin,10.0,1.2726628755183866,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,5000,lin,10.0,1.2852723848982683,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.6
5,500,greedy,0.0,1.604571529749307,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,greedy,0.0,1.6796146309586688,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,greedy,0.0,1.7391201544877444,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,greedy,0.0,1.8164773568375672,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.0001,1.619542375952731,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.0001,1.696568976881042,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.0001,1.7576329877914614,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.0001,1.8252142776956444,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.001,1.6235566352537376,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.001,1.6941604164644326,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.001,1.7449290312254446,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.001,1.7692035176737944,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.01,1.609388650582526,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.01,1.6554346037864673,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.01,1.6637937117199788,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.01,1.6721528196534905,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.1,1.5510165537371334,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.1,1.6075940331458323,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.1,1.6275236709616767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.1,1.664029841775329,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.2,1.5487968997828068,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.2,1.6058938749852867,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.2,1.6257290535249833,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.2,1.6570403026708647,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,0.5,1.5353845409607263,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,0.5,1.5940399914545362,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,0.5,1.623414952384522,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,0.5,1.6548678723096053,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,1.0,1.5342038785939622,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,1.0,1.5922453861078563,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,1.0,1.6208647090986972,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,1.0,1.656898619801649,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,5.0,1.552952841953029,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,5.0,1.6007934005036506,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,5.0,1.6219509242793269,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,5.0,1.6577487049269286,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,pess,10.0,1.550166468611854,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,pess,10.0,1.6107109958185055,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,pess,10.0,1.624737297620502,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,pess,10.0,1.6602989361227398,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.0001,1.102316482222361,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.0001,1.1751399173873824,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.0001,1.270254315101777,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.0001,1.295284427399258,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.001,1.0976410442583577,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.001,1.1766983926787125,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.001,1.265437206358572,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.001,1.292498054058083,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.01,1.1001440518611016,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.01,1.1771706648794262,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.01,1.276441004764043,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.01,1.298779202996497,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.1,1.1006635476548827,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.1,1.1812793834565811,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.1,1.2747408466034977,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.1,1.2918841110781671,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.2,1.1071808145586335,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.2,1.1832156716724767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.2,1.2740324443474336,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.2,1.2892394206062077,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,0.5,1.111997935391852,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,0.5,1.1838296146523923,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,0.5,1.2711044002270566,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,0.5,1.3026517794282881,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,1.0,1.1231434166665388,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,1.0,1.1870882481042677,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,1.0,1.2747408466034977,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,1.0,1.2924036068719484,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,5.0,1.1746204215936014,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,5.0,1.2083874547491593,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,5.0,1.2678457667751815,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,5.0,1.290231176510689,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,lin,10.0,1.1983281886551025,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,1000,lin,10.0,1.2363928347600845,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,2000,lin,10.0,1.2645871212332924,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,5000,lin,10.0,1.2918841110781671,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,0.8
5,500,greedy,0.0,1.638763599422498,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,greedy,0.0,1.687359783822251,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,greedy,0.0,1.7242437796504824,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,greedy,0.0,1.6853290484202208,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.0001,1.641313842708323,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.0001,1.7112092337529674,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.0001,1.764764209765141,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.0001,1.8330539019253884,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.001,1.6368273112066025,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.001,1.7078089174318767,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.001,1.7628279215492457,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.001,1.8323454996693245,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.01,1.60164348562893,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.01,1.6806063868631502,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.01,1.744787348356229,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.01,1.8075515295172073,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.1,1.5487968997828068,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.1,1.6066022772413509,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.1,1.649389596993417,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.1,1.7339252328199737,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.2,1.540107202517797,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.2,1.6026352415334115,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.2,1.6471227194460232,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.2,1.7298165142428188,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,0.5,1.533684382800181,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,0.5,1.596354104685011,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,0.5,1.6374412541865182,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,0.5,1.7260383849971623,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,1.0,1.5405794747185109,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,1.0,1.5962124218157956,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,1.0,1.6501452228425484,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,1.0,1.728352498227637,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,5.0,1.5559753453495542,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,5.0,1.6100970528385898,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,5.0,1.6534983034805582,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,5.0,1.7298165142428188,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,pess,10.0,1.549316395576588,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,pess,10.0,1.6100970528385898,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,pess,10.0,1.6536399863497737,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,pess,10.0,1.7295803841874686,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.0001,1.1026942951469265,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.0001,1.1771706648794262,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.0001,1.2695459249357268,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.0001,1.2973623984843692,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.001,1.1019858928908626,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.001,1.1722118732670055,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.001,1.270254315101777,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.001,1.296606772635238,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.01,1.1057167985434517,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.01,1.1746204215936014,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.01,1.2638787310672421,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.01,1.2941982122186284,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.1,1.1060946114680175,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.1,1.1804292983313016,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.1,1.2615646178367674,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.1,1.2939620821632782,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.2,1.108030899683913,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.2,1.1708895159410122,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.2,1.2638787310672421,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.2,1.2973623984843692,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,0.5,1.1109117202112226,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,0.5,1.1804292983313016,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,0.5,1.268931981955811,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,0.5,1.2958983703791738,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,1.0,1.1239934897018047,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,1.0,1.1804292983313016,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,1.0,1.2667595515945518,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,1.0,1.2958983703791738,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,5.0,1.1754705067188809,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,5.0,1.2138185185622938,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,5.0,1.2721906154076863,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,5.0,1.2926397369272986,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,lin,10.0,1.2006422897955635,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,1000,lin,10.0,1.2311979130923136,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,2000,lin,10.0,1.2648232633786562,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,5000,lin,10.0,1.2918841110781671,0.0,arXiv:2212.09900 Figure 5 vector PDF,2,pure
5,500,greedy,0.0,1.4611374942633446,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,greedy,0.0,1.5677535123150312,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,greedy,0.0,1.6497414874933918,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,greedy,0.0,1.7092539916315064,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.0001,1.449424931011482,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.0001,1.5583834584720089,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.0001,1.6460061241391906,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.0001,1.7057085658530655,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.001,1.4380922267034788,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.001,1.5535085020785677,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.001,1.6426506359365098,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.001,1.7086208717815259,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.01,1.3753508486080832,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.01,1.513939021996098,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.01,1.6013084267571591,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.01,1.6638598834844553,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.1,0.9949773115210685,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.1,1.1587000171793296,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.1,1.3124828562672877,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.1,1.4392318197427187,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.2,0.9601561735866402,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.2,1.1322359380864226,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.2,1.2956420919235239,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.2,1.439738309139639,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,0.5,0.9617389489001005,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,0.5,1.1290070803368024,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,0.5,1.3011501519592847,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,0.5,1.434863352746198,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,1.0,0.9622454382970206,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,1.0,1.1358446709875634,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,1.0,1.3046955777377256,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,1.0,1.430811437570837,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,5.0,0.9823150765980654,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,5.0,1.1524955139632278,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,5.0,1.305328697587706,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,5.0,1.4382821642792392,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,pess,10.0,0.9921916198380079,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,pess,10.0,1.1637015878181702,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,pess,10.0,1.305835186984626,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,pess,10.0,1.4380922267034788,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.0001,1.1718054181688924,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.0001,1.1763638227411735,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.0001,1.148316984542467,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.0001,1.1014667153273554,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.001,1.1700327214873325,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.001,1.1742112509080933,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.001,1.1504062492528473,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.001,1.1014667153273554,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.01,1.1709823769508123,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.01,1.1752242297019335,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.01,1.1460377822563264,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.01,1.1024163707908352,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.1,1.1690197426934923,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.1,1.1729450274157929,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.1,1.1431254601202054,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.1,1.1001371847123553,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.2,1.1672470135966113,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.2,1.1711723145265724,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.2,1.141036195409825,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.2,1.0980479037943143,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,0.5,1.1594597512747098,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,0.5,1.1662973581331315,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,0.5,1.1354648120437036,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,0.5,1.0912736040585924,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,1.0,1.1434420119413653,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,1.0,1.1533185713889684,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,1.0,1.1222327806010806,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,1.0,1.0787379995886497,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,5.0,1.0009918771614104,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,5.0,1.0199219224232152,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,5.0,0.9970665762314489,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,5.0,0.9648411924043211,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,lin,10.0,0.8665822494018166,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,1000,lin,10.0,0.890767126208583,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,2000,lin,10.0,0.9060251152388866,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,5000,lin,10.0,0.9107101502642281,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.2
5,500,greedy,0.0,1.148316984542467,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,1000,greedy,0.0,1.2876648758182014,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,2000,greedy,0.0,1.4140972874724727,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
5,5000,greedy,0.0,1.531286275736782,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,0.4
